speed_neighbor_1,speed_neighbor_2,speed_neighbor_3,speed_neighbor_4,speed_neighbor_5,speed_neighbor_6,speed_neighbor_7,speed_neighbor_8,speed_neighbor_9,shortest_distance,number_of_links,number_of_left_turn,number_of_right_turn,number_of_u_turn,freq_road_type_1,freq_road_type_2,freq_road_type_3,freq_road_type_4,freq_road_type_5,freq_road_type_6,link_length,road_type_1,road_type_2,road_type_3,road_type_4,road_type_5,road_type_6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006237647826331909,-0.0017729909706830965,0.012092961918792222,-0.007334454404400928,0.0,0.0010031256564096954,0.0014918172360015652,0.010890585825249901,0.0010119862014785453,0.00033441521978807827,-0.003828084987334178,0.0020790540518380455,-0.006726563520056264,-0.001045352722173469,-0.0020158198899670274,0.002558766271316557,0.002148922692024946,-0.004340545173399569
0.00017542294582625155,0.0,0.0,0.0007551321823548986,-0.0007289794660719878,0.0,0.0,-0.0005786361331545412,-0.00036432977843607524,-0.000620164961962341,0.014519891097530355,0.01639201048565884,-0.003896556222133081,0.0,0.000660786927850787,0.0,-0.00039084657288388484,0.0017680678233600868,-0.000660104096548167,-0.005121720714844438,-0.0026657478990010537,0.030566423566338995,0.00788146870924666,2.6245686211371356e-05,-0.017696196542422864,-0.015100459879308019,0.009708221470306661
0.0,-0.000293600506411727,-0.0001651115731816935,0.00025108096546204065,0.0,0.0,0.0,-0.00020564505402278046,0.0,-0.005764587699932939,-0.0009269152345873564,-0.006957552249999933,0.010586897694375189,0.0,0.0007058618221614304,0.00047521759733396674,-0.0011230682074686424,0.0011180919593494329,-0.0004964697697984313,-0.0037254434957005233,0.001747728449409392,-0.007354084812829168,-0.00224563412120821,-0.000993302738178934,0.0025755701017090705,0.0011109766400146043,-0.0033646526052151654
0.0,-0.0001969080773847605,0.0,0.0,-0.000330251007451628,0.0,0.00023942933139467544,0.0,0.0,-0.006325275138490704,-0.00012530639056753756,-0.006169235480715226,0.007333954998567392,0.0,0.00015076340444925294,0.0006376014719300828,0.008271953313524948,0.0018812430720243846,0.0,-0.003941541671459404,0.002354711995333855,-0.006874713197185626,-0.0015232860892581996,-0.0019694441322489088,0.0029924652104001024,0.001088061913837896,-0.003315254816183241
-0.00018595325208875687,-7.515983439918236e-05,0.0,0.0003550742979270047,0.0,0.0,0.0,0.0,0.0002924691724921203,-0.005790175323319034,-9.328781235293628e-05,-0.0062747275873771035,0.01167161783287771,0.0,-0.00676413893869701,0.0010817165805876174,0.00974116686810231,0.002259565348971435,-0.0006145782992377284,-0.003225341746406028,0.002108661018332764,-0.006369050662862785,-0.0020097187949862164,-0.001078205381045004,0.002915260926303487,0.0009684692688654531,-0.003268313742677665
-0.000372715549022466,0.0,0.00047912831130853754,-0.00016643777260735192,0.0,0.0,0.00022445835361065204,0.0,0.0,-0.002226920335383785,0.0071992648826257775,-0.00692414997472212,0.0065041404513966,0.0,0.0012314739453482882,0.0014783949425286962,0.0,0.001369321174024889,-0.000676959287720233,-0.003768921642607418,-0.005947462882907428,0.03001968942371952,0.003833511553949496,0.0027475818386191106,-0.022035147375612206,-0.012428510051921093,0.01052486165033376
0.0,0.0,0.0001276294562678977,0.0,0.0,0.0,0.0,0.0,0.0,-0.00616189475272092,0.0,-0.006229743740826799,0.007482831353225343,0.0,0.0006890632126146522,0.0008445994325762946,0.00842591985363102,0.002105726416125235,0.0,-0.0036616525857887886,0.0024148127348353433,-0.007007208494323212,-0.001649911462460909,-0.0017556369814246634,0.0027674188280604494,0.0010463477715436935,-0.0031376464741325674
0.0,-0.00033573779230521624,0.0,-0.00027190709781080015,0.0,0.0,0.0,-0.0004246070401292552,0.0,-0.002257085469877947,0.006148146509185025,-0.0070394448562816824,0.005906733574780984,0.0,0.0007713109649147191,0.0006841921804303309,8.179301304480214e-05,0.0017812135586893969,-0.0003784333360634,-0.0016643443508483032,-0.006791382498325209,0.03044601576975733,0.006859047616585019,0.002452264210688415,-0.02216524802670265,-0.01155685877808999,0.011034061720142953
-0.00018797747125695187,0.0,0.0002505151183307743,0.0,0.0,0.0,0.0,0.0,0.0,-0.005976367742773092,0.0,-0.0063913461412931855,0.007420139428704929,0.0,0.000283828921115307,0.0008550053385475543,0.008492391952117482,0.0021071336433546926,0.000256600188062438,-0.0038400327017664663,0.0021019635753668697,-0.007077158834258683,-0.0019327582529205278,-0.0016842980255978867,0.002814203101890324,0.0010179672479219306,-0.0034110581791198533
0.0,0.0,0.0,0.0,0.0,0.0,-0.00010626834925590121,1.957693161008481e-05,0.0,-0.0021928835021385296,-0.0007231952449729515,-0.006670463711106582,0.006132133275440895,0.0,0.00079847629216368,0.0010434602481479776,-0.0001674797080097012,-0.020729727853246116,-0.0007375254809193348,-0.0028054202958660997,0.0013802188495890902,-0.0073347583865184165,-0.0020551904501914034,-0.0006412165212882407,0.0023482923802962477,0.0014215452837093422,-0.002768979738743617
